,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),soil_temperature_level_4 (degC)
2021-11-02 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.28,0.0,17.22
2021-11-02 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.51,0.0,17.21
2021-11-02 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.43,0.0,17.2
2021-11-02 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.61,0.0,17.2
2021-11-02 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.98,0.0,17.19
2021-11-02 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.23,0.05,17.19
2021-11-02 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.18,61.09,17.18
2021-11-02 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.11,211.17,17.17
2021-11-02 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.18,350.07,17.17
2021-11-02 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.04,397.52,17.16
2021-11-02 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.38,408.45,17.15
2021-11-02 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.71,263.03,17.14
2021-11-02 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.38,290.92,17.14
2021-11-02 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.74,164.86,17.13
2021-11-02 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.77,93.34,17.12
2021-11-02 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.56,18.92,17.12
2021-11-03 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.45,0.0,17.11
2021-11-03 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.88,0.0,17.1
2021-11-03 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.16,0.0,17.1
2021-11-03 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.91,0.0,17.09
2021-11-03 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.68,0.0,17.08
2021-11-03 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.12,0.0,17.08
2021-11-03 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.28,0.0,17.07
2021-11-03 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.16,0.0,17.06
2021-11-03 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.22,0.0,17.05
2021-11-03 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.68,0.0,17.05
2021-11-03 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.49,0.0,17.04
2021-11-03 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.53,0.0,17.03
2021-11-03 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.5,0.0,17.03
2021-11-03 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.22,0.0,17.02
2021-11-03 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.42,49.83,17.01
2021-11-03 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.41,191.49,17.01
2021-11-03 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.89,344.69,17.0
2021-11-03 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.36,441.94,16.99
2021-11-03 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.92,497.26,16.99
2021-11-03 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.31,490.0,16.98
2021-11-03 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.79,423.25,16.97
2021-11-03 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.08,302.83,16.97
2021-11-03 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.48,173.83,16.96
2021-11-03 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.07,39.23,16.95
2021-11-04 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.4,0.0,16.94
2021-11-04 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.51,0.0,16.94
2021-11-04 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.41,0.0,16.93
2021-11-04 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.48,0.0,16.92
2021-11-04 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.36,0.0,16.92
2021-11-04 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.01,0.0,16.91
2021-11-04 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.83,0.0,16.9
2021-11-04 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.56,0.0,16.89
2021-11-04 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.41,0.0,16.89
2021-11-04 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.07,0.0,16.88
2021-11-04 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.41,0.0,16.87
2021-11-04 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-1.02,0.0,16.86
2021-11-04 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.96,0.0,16.86
2021-11-04 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.7,0.0,16.85
2021-11-04 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.15,47.09,16.84
2021-11-04 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.88,163.72,16.83
2021-11-04 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.87,304.54,16.83
2021-11-04 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.82,405.63,16.82
2021-11-04 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.18,489.04,16.81
2021-11-04 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.45,395.12,16.8
2021-11-04 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.96,307.61,16.8
2021-11-04 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,11.13,238.89,16.79
2021-11-04 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.84,133.46,16.78
2021-11-04 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.78,34.05,16.77
2021-11-05 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.91,0.0,16.76
2021-11-05 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.59,0.0,16.76
2021-11-05 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.0,0.0,16.75
2021-11-05 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.09,0.0,16.74
2021-11-05 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.15,0.0,16.73
2021-11-05 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.82,0.0,16.72
2021-11-05 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.76,0.0,16.72
2021-11-05 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.75,0.0,16.71
2021-11-05 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.47,0.0,16.7
2021-11-05 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.15,0.0,16.69
2021-11-05 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.28,0.0,16.69
2021-11-05 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.24,0.0,16.68
2021-11-05 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.26,0.0,16.67
2021-11-05 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.23,0.0,16.67
2021-11-05 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.03,49.34,16.66
2021-11-05 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.3,188.35,16.65
2021-11-05 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.58,316.54,16.64
2021-11-05 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,11.74,406.3,16.63
2021-11-05 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,12.75,434.37,16.63
2021-11-05 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.77,391.11,16.62
2021-11-05 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,14.29,273.97,16.61
2021-11-05 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,15.02,167.4,16.6
2021-11-05 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,14.48,118.27,16.6
2021-11-05 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.87,31.51,16.59
2021-11-06 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.71,0.0,16.58
2021-11-06 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.39,0.0,16.57
2021-11-06 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.07,0.0,16.56
2021-11-06 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,12.02,0.0,16.56
2021-11-06 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,11.54,0.0,16.55
2021-11-06 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.04,0.0,16.54
2021-11-06 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.96,0.0,16.54
2021-11-06 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.79,0.0,16.53
2021-11-06 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.48,0.0,16.52
2021-11-06 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.73,0.0,16.51
2021-11-06 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.57,0.0,16.5
2021-11-06 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.4,0.0,16.5
2021-11-06 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.4,0.0,16.49
2021-11-06 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.18,0.0,16.48
2021-11-06 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.71,46.24,16.48
2021-11-06 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,11.21,184.13,16.47
2021-11-06 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,12.98,319.63,16.46
2021-11-06 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,14.99,420.03,16.46
2021-11-06 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,16.16,470.0,16.45
2021-11-06 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,17.37,461.23,16.44
2021-11-06 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,18.4,390.5,16.43
2021-11-06 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,19.5,305.14,16.43
2021-11-06 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,16.99,168.53,16.42
2021-11-06 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,14.8,34.53,16.41
2021-11-07 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,12.54,0.0,16.41
2021-11-07 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,11.3,0.0,16.4
2021-11-07 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.62,0.0,16.39
2021-11-07 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.67,0.0,16.39
2021-11-07 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.53,0.0,16.38
2021-11-07 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.71,0.0,16.37
2021-11-07 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.43,0.0,16.36
2021-11-07 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.83,0.0,16.36
2021-11-07 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.64,0.0,16.35
2021-11-07 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.99,0.0,16.35
2021-11-07 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.87,0.0,16.34
2021-11-07 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.11,0.0,16.33
2021-11-07 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.58,0.0,16.32
2021-11-07 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.68,0.0,16.32
2021-11-07 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.33,23.53,16.31
2021-11-07 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.54,123.41,16.3
2021-11-07 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,12.13,266.91,16.3
2021-11-07 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.73,359.14,16.29
2021-11-07 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,14.22,348.23,16.28
2021-11-07 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,14.84,370.62,16.28
2021-11-07 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,15.72,332.03,16.27
2021-11-07 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,16.51,271.03,16.26
2021-11-07 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,14.87,128.23,16.26
2021-11-07 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.62,26.47,16.25
2021-11-08 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,12.26,0.0,16.25
2021-11-08 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,11.23,0.0,16.24
2021-11-08 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.8,0.0,16.23
2021-11-08 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.32,0.0,16.23
2021-11-08 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.09,0.0,16.22
2021-11-08 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.84,0.0,16.22
2021-11-08 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.13,0.0,16.21
2021-11-08 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.19,0.0,16.2
2021-11-08 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.37,0.0,16.2
2021-11-08 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.03,0.0,16.19
2021-11-08 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.54,0.0,16.19
2021-11-08 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.5,0.0,16.18
2021-11-08 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.33,0.0,16.17
2021-11-08 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.28,0.0,16.17
2021-11-08 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.96,37.59,16.16
2021-11-08 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.6,159.14,16.15
2021-11-08 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.68,268.1,16.15
2021-11-08 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,12.61,359.58,16.14
2021-11-08 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.25,331.92,16.14
2021-11-08 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.76,352.65,16.13
2021-11-08 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.75,272.86,16.12
2021-11-08 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.47,222.31,16.12
2021-11-08 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,11.14,73.21,16.11
2021-11-08 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.39,14.17,16.11
2021-11-09 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.7,0.0,16.1
2021-11-09 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.26,0.0,16.1
2021-11-09 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.31,0.0,16.09
2021-11-09 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.04,0.0,16.08
2021-11-09 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.4,0.0,16.08
2021-11-09 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.85,0.0,16.07
2021-11-09 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.46,0.0,16.06
2021-11-09 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.87,0.0,16.06
2021-11-09 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.37,0.0,16.05
2021-11-09 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.01,0.0,16.05
2021-11-09 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.32,0.0,16.04
2021-11-09 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.79,0.0,16.04
2021-11-09 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.81,0.0,16.03
2021-11-09 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.55,0.0,16.02
2021-11-09 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.62,39.78,16.02
2021-11-09 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.64,151.23,16.01
2021-11-09 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.88,240.93,16.01
2021-11-09 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.94,304.37,16.0
2021-11-09 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.86,380.86,16.0
2021-11-09 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,11.78,462.47,15.99
2021-11-09 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,12.65,412.87,15.99
2021-11-09 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,13.07,304.26,15.98
2021-11-09 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.97,162.7,15.98
2021-11-09 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.76,29.73,15.97
2021-11-10 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.78,0.0,15.97
2021-11-10 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.33,0.0,15.96
2021-11-10 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.29,0.0,15.96
2021-11-10 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.96,0.0,15.95
2021-11-10 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.56,0.0,15.94
2021-11-10 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.96,0.0,15.94
2021-11-10 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.66,0.0,15.93
2021-11-10 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.94,0.0,15.93
2021-11-10 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.3,0.0,15.92
2021-11-10 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.27,0.0,15.92
2021-11-10 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.46,0.0,15.91
2021-11-10 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.74,0.0,15.91
2021-11-10 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.99,0.0,15.9
2021-11-10 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.33,0.0,15.9
2021-11-10 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.0,20.05,15.89
2021-11-10 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.43,88.53,15.88
2021-11-10 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.64,177.86,15.88
2021-11-10 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.83,204.29,15.87
2021-11-10 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.93,252.55,15.87
2021-11-10 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.88,211.64,15.86
2021-11-10 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,11.25,179.51,15.86
2021-11-10 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,10.43,114.58,15.85
2021-11-10 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,9.12,60.38,15.84
2021-11-10 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,8.94,4.53,15.84
2021-11-11 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.61,0.0,15.83
2021-11-11 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.42,0.0,15.83
2021-11-11 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.24,0.0,15.82
2021-11-11 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.84,0.0,15.81
2021-11-11 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.71,0.0,15.81
2021-11-11 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.63,0.0,15.8
2021-11-11 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.86,0.0,15.79
2021-11-11 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.81,0.0,15.79
2021-11-11 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,7.03,0.0,15.78
2021-11-11 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,6.99,0.0,15.78
2021-11-11 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.61,0.0,15.77
2021-11-11 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.51,0.0,15.77
2021-11-11 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.27,0.0,15.76
2021-11-11 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.97,0.0,15.76
2021-11-11 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.04,7.05,15.75
2021-11-11 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,5.07,39.49,15.74
2021-11-11 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.58,120.16,15.74
2021-11-11 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.56,220.9,15.73
2021-11-11 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.52,240.29,15.72
2021-11-11 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.39,192.01,15.72
2021-11-11 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.41,156.8,15.71
2021-11-11 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,4.42,108.92,15.7
2021-11-11 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.58,78.94,15.7
2021-11-11 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.28,20.27,15.69
2021-11-12 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.9,0.0,15.69
2021-11-12 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.7,0.0,15.68
2021-11-12 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.37,0.0,15.68
2021-11-12 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.06,0.0,15.67
2021-11-12 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.15,0.0,15.66
2021-11-12 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.88,0.0,15.66
2021-11-12 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.22,0.0,15.65
2021-11-12 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.15,0.0,15.65
2021-11-12 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.02,0.0,15.64
2021-11-12 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.72,0.0,15.64
2021-11-12 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.99,0.0,15.63
2021-11-12 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.05,0.0,15.62
2021-11-12 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.08,0.0,15.62
2021-11-12 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.06,0.0,15.61
2021-11-12 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.24,17.43,15.6
2021-11-12 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.93,107.79,15.6
2021-11-12 16:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.47,164.31,15.59
2021-11-12 17:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.85,221.2,15.59
2021-11-12 18:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.69,291.69,15.58
2021-11-12 19:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.76,321.45,15.57
2021-11-12 20:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.52,293.18,15.57
2021-11-12 21:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,3.25,203.75,15.56
2021-11-12 22:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.86,73.81,15.56
2021-11-12 23:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.87,10.47,15.55
2021-11-13 00:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.61,0.0,15.54
2021-11-13 01:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.33,0.0,15.54
2021-11-13 02:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,2.33,0.0,15.53
2021-11-13 03:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.75,0.0,15.53
2021-11-13 04:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.82,0.0,15.52
2021-11-13 05:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.59,0.0,15.51
2021-11-13 06:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.41,0.0,15.51
2021-11-13 07:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.44,0.0,15.5
2021-11-13 08:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.43,0.0,15.49
2021-11-13 09:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,1.33,0.0,15.49
2021-11-13 10:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.23,0.0,15.48
2021-11-13 11:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.12,0.0,15.48
2021-11-13 12:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.19,0.0,15.47
2021-11-13 13:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.09,0.0,15.46
2021-11-13 14:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,-0.04,18.86,15.46
2021-11-13 15:00:00,"(44.9635, -93.2678)",era5,273.83,-6.0,0.16,102.55,15.45
