,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2),relative_humidity (0-1),wind_speed (m/s)
2019-03-06 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.13,0.0,214.7,0.62,4.25
2019-03-06 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.93,0.0,200.31,0.64,4.19
2019-03-06 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.34,0.0,180.58,0.62,4.2
2019-03-06 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.61,0.0,175.6,0.62,4.31
2019-03-06 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.48,34.27,172.74,0.6,4.42
2019-03-06 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.81,206.35,172.37,0.56,4.3
2019-03-06 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.59,407.17,172.47,0.47,5.18
2019-03-06 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.48,579.06,171.21,0.41,5.6
2019-03-06 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.75,701.35,173.21,0.34,7.38
2019-03-06 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.11,736.26,186.06,0.31,7.68
2019-03-06 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.74,675.97,201.22,0.31,7.68
2019-03-06 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.67,511.92,231.09,0.31,7.54
2019-03-06 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.71,432.73,232.83,0.33,7.29
2019-03-06 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.64,280.7,231.19,0.34,6.64
2019-03-06 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.57,147.71,214.61,0.37,4.84
2019-03-06 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.03,18.95,193.16,0.38,4.33
2019-03-07 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.83,0.0,181.8,0.44,4.47
2019-03-07 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.32,0.0,177.37,0.47,4.92
2019-03-07 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.85,0.0,176.39,0.49,5.28
2019-03-07 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.39,0.0,173.93,0.51,5.23
2019-03-07 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.66,0.0,173.55,0.53,5.02
2019-03-07 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.39,0.0,171.95,0.57,4.92
2019-03-07 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.76,0.0,170.0,0.61,4.57
2019-03-07 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.95,0.0,169.92,0.63,4.42
2019-03-07 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-11.5,0.0,169.87,0.66,4.23
2019-03-07 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-11.94,0.0,170.03,0.69,4.16
2019-03-07 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-12.16,0.0,169.19,0.68,3.68
2019-03-07 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-12.25,0.0,168.14,0.68,3.94
2019-03-07 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-11.91,37.44,168.01,0.66,3.99
2019-03-07 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.39,211.85,168.94,0.62,3.55
2019-03-07 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.88,407.37,172.16,0.53,4.03
2019-03-07 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.97,577.29,174.86,0.45,4.47
2019-03-07 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.88,698.57,177.48,0.4,5.06
2019-03-07 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.63,750.65,186.77,0.38,5.79
2019-03-07 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.84,690.05,219.65,0.37,5.85
2019-03-07 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.39,537.26,232.9,0.36,5.96
2019-03-07 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.02,396.16,239.51,0.37,6.05
2019-03-07 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.83,272.77,245.65,0.38,5.55
2019-03-07 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.44,117.72,240.36,0.42,4.06
2019-03-07 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.36,21.91,199.81,0.47,3.36
2019-03-08 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.63,0.0,189.94,0.48,3.9
2019-03-08 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.13,0.0,189.8,0.5,4.27
2019-03-08 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.15,0.0,186.07,0.53,4.42
2019-03-08 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.6,0.0,184.35,0.55,4.13
2019-03-08 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.56,0.0,182.52,0.58,3.94
2019-03-08 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.65,0.0,181.34,0.61,3.8
2019-03-08 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.81,0.0,180.33,0.65,3.44
2019-03-08 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.71,0.0,181.93,0.65,3.31
2019-03-08 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.57,0.0,181.53,0.66,3.43
2019-03-08 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-11.75,0.0,181.65,0.69,3.45
2019-03-08 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-11.13,0.0,181.6,0.73,3.07
2019-03-08 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-11.24,0.0,181.59,0.73,3.34
2019-03-08 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-11.02,40.17,182.03,0.74,3.39
2019-03-08 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.0,216.18,183.64,0.65,2.81
2019-03-08 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.57,412.46,186.99,0.55,2.91
2019-03-08 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.2,579.33,191.39,0.49,3.38
2019-03-08 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.02,699.44,195.56,0.45,3.68
2019-03-08 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.42,757.89,199.91,0.41,3.94
2019-03-08 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.66,753.19,203.52,0.38,4.21
2019-03-08 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.29,656.06,212.81,0.36,4.28
2019-03-08 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.97,473.27,225.68,0.35,4.1
2019-03-08 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.96,309.19,234.3,0.37,4.06
2019-03-08 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.32,139.73,238.42,0.42,3.19
2019-03-08 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.46,18.92,236.04,0.47,4.0
2019-03-09 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.47,0.0,220.91,0.52,4.41
2019-03-09 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.38,0.0,207.43,0.58,4.41
2019-03-09 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.46,0.0,204.61,0.65,4.35
2019-03-09 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.07,0.0,203.61,0.7,4.13
2019-03-09 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.53,0.0,203.4,0.72,4.0
2019-03-09 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.81,0.0,203.9,0.74,3.99
2019-03-09 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.77,0.0,204.2,0.73,4.01
2019-03-09 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.68,0.0,201.39,0.74,3.98
2019-03-09 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.87,0.0,201.86,0.78,3.86
2019-03-09 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.7,0.0,202.09,0.78,3.73
2019-03-09 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.48,0.0,202.12,0.81,3.44
2019-03-09 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.2,0.0,201.92,0.8,3.39
2019-03-09 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.79,43.26,201.77,0.79,3.28
2019-03-09 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.37,220.4,203.01,0.7,2.54
2019-03-09 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.17,416.0,206.19,0.56,2.34
2019-03-09 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.43,582.85,210.73,0.41,2.7
2019-03-09 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.33,700.98,214.52,0.36,2.51
2019-03-09 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.62,759.69,217.39,0.32,2.27
2019-03-09 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.23,753.96,220.23,0.34,1.99
2019-03-09 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.18,685.6,221.11,0.37,1.74
2019-03-09 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.02,558.27,222.67,0.39,1.47
2019-03-09 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.56,385.68,223.62,0.44,1.42
2019-03-09 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.02,189.01,223.0,0.55,2.54
2019-03-09 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.46,26.69,220.17,0.58,2.89
2019-03-10 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.1,0.0,217.1,0.62,3.0
2019-03-10 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.01,0.0,214.76,0.65,3.48
2019-03-10 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.32,0.0,213.16,0.64,3.58
2019-03-10 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.64,0.0,213.38,0.66,2.96
2019-03-10 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.9,0.0,215.0,0.66,3.17
2019-03-10 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.0,0.0,216.03,0.67,3.41
2019-03-10 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.6,0.0,228.55,0.67,3.73
2019-03-10 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.09,0.0,241.63,0.67,4.44
2019-03-10 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.42,0.0,249.18,0.66,4.32
2019-03-10 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.8,0.0,261.58,0.66,4.46
2019-03-10 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.03,0.0,273.95,0.69,4.82
2019-03-10 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.88,0.0,281.68,0.7,5.02
2019-03-10 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.86,13.05,290.47,0.71,5.2
2019-03-10 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.71,31.14,300.9,0.76,6.37
2019-03-10 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.46,50.85,305.55,0.83,5.45
2019-03-10 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.8,74.88,308.38,0.85,7.46
2019-03-10 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.11,102.33,310.44,0.85,5.88
2019-03-10 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.41,177.83,312.09,0.89,4.86
2019-03-10 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.41,126.05,313.54,0.91,3.52
2019-03-10 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.98,58.34,313.05,0.91,4.27
2019-03-10 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.85,63.84,316.96,0.88,5.04
2019-03-10 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.64,32.92,323.17,0.87,5.6
2019-03-10 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.3,26.95,330.69,0.93,2.81
2019-03-10 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.27,5.23,335.97,0.96,0.23
2019-03-11 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.88,0.0,339.53,0.97,2.37
2019-03-11 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.29,0.0,332.53,0.96,2.68
2019-03-11 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.91,0.0,326.21,0.95,3.07
2019-03-11 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.51,0.0,315.07,0.95,3.33
2019-03-11 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.53,0.0,311.25,0.94,3.68
2019-03-11 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.31,0.0,303.94,0.93,3.86
2019-03-11 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.3,0.0,290.58,0.93,3.79
2019-03-11 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.4,0.0,279.68,0.93,3.54
2019-03-11 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.77,0.0,282.72,0.92,3.44
2019-03-11 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.12,0.0,265.11,0.88,3.31
2019-03-11 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.35,0.0,264.53,0.88,3.25
2019-03-11 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.34,0.0,253.93,0.88,3.78
2019-03-11 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.8,46.29,238.62,0.86,3.92
2019-03-11 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.99,221.21,235.33,0.79,3.66
2019-03-11 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.48,412.33,234.82,0.69,3.99
2019-03-11 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.58,574.09,237.02,0.58,5.5
2019-03-11 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.99,653.53,255.07,0.52,5.82
2019-03-11 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,7.57,712.39,246.01,0.46,5.81
2019-03-11 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,7.87,712.56,247.63,0.43,5.94
2019-03-11 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,8.0,601.6,269.3,0.42,6.42
2019-03-11 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,8.02,523.05,261.52,0.42,6.56
2019-03-11 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,7.58,359.74,253.71,0.43,5.85
2019-03-11 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.82,186.01,245.37,0.45,4.67
2019-03-11 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.93,24.76,243.28,0.47,4.72
2019-03-12 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.19,0.0,242.05,0.5,5.63
2019-03-12 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.71,0.0,237.6,0.51,5.75
2019-03-12 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.14,0.0,229.53,0.51,5.73
2019-03-12 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.18,0.0,229.07,0.53,5.71
2019-03-12 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.74,0.0,223.82,0.54,5.68
2019-03-12 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.97,0.0,220.48,0.55,5.53
2019-03-12 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.64,0.0,219.2,0.56,5.5
2019-03-12 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.31,0.0,220.49,0.58,5.73
2019-03-12 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.92,0.0,221.61,0.6,5.51
2019-03-12 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.65,0.0,221.5,0.62,4.99
2019-03-12 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.51,0.0,223.76,0.62,3.79
2019-03-12 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.35,0.0,227.66,0.63,3.25
2019-03-12 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.6,40.28,235.82,0.63,3.4
2019-03-12 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.41,186.36,242.1,0.61,3.58
2019-03-12 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.08,392.59,231.16,0.57,4.98
2019-03-12 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.96,554.74,237.79,0.52,6.17
2019-03-12 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.41,614.08,255.81,0.49,6.1
2019-03-12 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.29,696.19,251.75,0.46,5.91
2019-03-12 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.59,705.37,247.89,0.45,5.64
2019-03-12 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.96,651.87,240.99,0.43,5.53
2019-03-12 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.27,538.62,236.11,0.42,5.43
2019-03-12 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.28,387.46,229.33,0.42,5.08
2019-03-12 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.4,196.57,226.1,0.45,3.72
2019-03-12 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.58,31.8,222.99,0.47,3.61
2019-03-13 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.7,0.0,219.45,0.5,3.4
2019-03-13 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.1,0.0,216.77,0.51,2.87
2019-03-13 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.58,0.0,214.59,0.54,2.71
2019-03-13 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.85,0.0,212.78,0.56,2.98
2019-03-13 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.1,0.0,211.28,0.55,3.0
2019-03-13 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.49,0.0,210.0,0.57,2.69
2019-03-13 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.78,0.0,210.01,0.56,2.67
2019-03-13 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.25,0.0,213.25,0.59,2.7
2019-03-13 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.96,0.0,213.14,0.61,2.58
2019-03-13 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.93,0.0,212.51,0.62,2.68
2019-03-13 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.68,0.0,212.48,0.69,1.86
2019-03-13 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.57,0.0,213.08,0.68,2.11
2019-03-13 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.56,56.18,213.92,0.69,1.79
2019-03-13 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.32,236.18,216.07,0.66,1.11
2019-03-13 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.56,428.24,217.57,0.57,0.44
2019-03-13 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.81,592.41,219.88,0.51,0.29
2019-03-13 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.48,704.15,223.63,0.48,0.92
2019-03-13 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.39,681.71,249.46,0.47,1.58
2019-03-13 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.88,541.73,269.74,0.47,1.73
2019-03-13 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.97,568.1,248.19,0.47,1.84
2019-03-13 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.87,498.63,248.82,0.53,2.1
2019-03-13 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.12,271.63,272.75,0.54,2.68
2019-03-13 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.1,62.67,295.38,0.54,2.49
2019-03-13 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.59,12.59,289.04,0.57,2.51
2019-03-14 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.36,0.0,305.27,0.59,3.52
2019-03-14 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.24,0.0,310.9,0.62,3.3
2019-03-14 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.8,0.0,302.07,0.68,3.53
2019-03-14 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.44,0.0,297.62,0.72,3.18
2019-03-14 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.28,0.0,304.53,0.73,2.75
2019-03-14 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.17,0.0,305.81,0.75,2.02
2019-03-14 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.11,0.0,305.49,0.76,1.93
2019-03-14 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.96,0.0,293.42,0.78,2.3
2019-03-14 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.87,0.0,297.79,0.79,2.2
2019-03-14 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.01,0.0,279.93,0.81,1.93
2019-03-14 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.21,0.0,274.75,0.79,1.79
2019-03-14 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.25,0.0,271.0,0.8,1.45
2019-03-14 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.58,40.04,275.38,0.81,1.48
2019-03-14 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.15,153.24,282.89,0.79,1.43
2019-03-14 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.88,263.29,280.43,0.79,1.53
2019-03-14 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.15,423.38,277.96,0.72,1.94
2019-03-14 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.82,524.57,275.44,0.68,2.43
2019-03-14 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.84,535.69,289.7,0.62,2.83
2019-03-14 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,7.28,449.56,308.91,0.59,3.16
2019-03-14 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,7.82,445.26,308.99,0.56,3.47
2019-03-14 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,8.29,401.95,318.9,0.53,3.62
2019-03-14 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,8.33,258.56,305.63,0.54,3.67
2019-03-14 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,7.64,139.96,301.23,0.63,3.03
2019-03-14 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.87,26.62,287.03,0.66,3.93
2019-03-15 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.23,0.0,279.55,0.72,4.12
2019-03-15 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.81,0.0,279.27,0.75,4.06
2019-03-15 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.96,0.0,294.77,0.77,4.13
2019-03-15 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.86,0.0,288.07,0.81,4.34
2019-03-15 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.85,0.0,273.27,0.83,4.69
2019-03-15 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.89,0.0,273.05,0.84,4.96
2019-03-15 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.93,0.0,277.46,0.84,5.08
2019-03-15 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.49,0.0,282.15,0.83,5.48
2019-03-15 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,7.15,0.0,298.51,0.86,5.88
2019-03-15 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,7.91,0.0,304.54,0.87,6.16
2019-03-15 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,9.81,0.0,321.03,0.89,6.05
2019-03-15 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,10.13,0.0,321.51,0.88,6.63
2019-03-15 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,10.65,32.52,318.33,0.87,6.97
2019-03-15 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,11.52,201.67,301.22,0.83,7.1
2019-03-15 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,12.32,361.12,319.02,0.79,7.39
2019-03-15 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,13.43,455.63,321.2,0.75,6.7
2019-03-15 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,14.44,569.14,326.03,0.72,7.11
2019-03-15 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.9,500.4,344.92,0.67,7.09
2019-03-15 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.1,416.96,357.58,0.69,7.39
2019-03-15 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.8,501.21,342.73,0.73,6.72
2019-03-15 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,16.68,393.82,360.16,0.69,6.11
2019-03-15 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,15.59,315.04,329.67,0.72,5.75
2019-03-15 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,14.06,161.42,321.14,0.85,4.78
2019-03-15 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,13.06,24.72,324.79,0.86,4.93
2019-03-16 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,12.31,0.0,322.26,0.88,5.09
2019-03-16 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,11.93,0.0,330.65,0.88,4.45
