,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2),relative_humidity (0-1),wind_speed (m/s)
2019-02-24 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.46,48.59,323.51,0.91,7.1
2019-02-24 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.0,54.47,327.92,0.91,7.28
2019-02-24 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.63,50.48,330.82,0.92,7.68
2019-02-24 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.4,62.05,334.75,0.93,7.22
2019-02-24 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.85,113.01,335.71,0.95,5.78
2019-02-24 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.43,91.15,342.54,0.98,4.38
2019-02-24 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.55,47.03,343.62,0.98,4.43
2019-02-24 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.48,15.64,344.6,0.96,3.55
2019-02-24 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,6.25,0.9,343.15,0.94,4.25
2019-02-25 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.86,0.0,341.51,0.92,4.4
2019-02-25 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.64,0.0,335.6,0.91,5.37
2019-02-25 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.84,0.0,332.17,0.9,6.77
2019-02-25 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.74,0.0,322.31,0.9,7.66
2019-02-25 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,5.02,0.0,282.82,0.86,6.83
2019-02-25 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.7,0.0,250.62,0.76,6.65
2019-02-25 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.25,0.0,239.19,0.69,6.65
2019-02-25 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.18,0.0,265.3,0.66,6.98
2019-02-25 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.56,0.0,269.07,0.61,7.24
2019-02-25 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.33,0.0,246.07,0.55,7.22
2019-02-25 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.15,0.0,230.96,0.56,6.44
2019-02-25 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.0,0.0,226.44,0.55,6.49
2019-02-25 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.88,12.19,220.08,0.54,6.67
2019-02-25 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.99,143.98,217.32,0.51,7.08
2019-02-25 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.07,318.31,221.66,0.49,9.08
2019-02-25 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.22,480.12,220.49,0.42,10.03
2019-02-25 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.25,479.29,250.96,0.4,11.09
2019-02-25 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.01,399.82,259.87,0.39,11.6
2019-02-25 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.95,368.91,252.17,0.39,12.46
2019-02-25 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.12,443.05,268.77,0.38,12.82
2019-02-25 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.03,324.05,268.11,0.39,12.61
2019-02-25 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.69,202.66,270.82,0.41,11.38
2019-02-25 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.84,88.7,261.46,0.44,10.04
2019-02-25 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.3,8.49,216.8,0.45,9.64
2019-02-26 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.04,0.0,213.04,0.46,9.68
2019-02-26 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.3,0.0,209.97,0.46,9.54
2019-02-26 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.65,0.0,210.22,0.45,9.44
2019-02-26 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.0,0.0,206.48,0.45,9.41
2019-02-26 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.51,0.0,202.13,0.45,9.27
2019-02-26 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.06,0.0,199.37,0.43,8.93
2019-02-26 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.63,0.0,194.76,0.42,8.58
2019-02-26 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.89,0.0,198.82,0.41,8.32
2019-02-26 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.93,0.0,198.86,0.41,8.18
2019-02-26 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.23,0.0,194.02,0.4,8.01
2019-02-26 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.94,0.0,189.78,0.41,6.98
2019-02-26 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.18,0.0,187.68,0.4,7.05
2019-02-26 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.25,14.84,185.88,0.39,7.28
2019-02-26 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.18,157.47,184.75,0.37,7.44
2019-02-26 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.45,342.57,185.1,0.31,7.16
2019-02-26 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.7,508.88,184.98,0.27,7.13
2019-02-26 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.98,627.68,184.67,0.24,7.14
2019-02-26 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.2,688.84,185.08,0.22,7.37
2019-02-26 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.02,687.86,184.75,0.21,7.54
2019-02-26 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.01,624.36,185.88,0.21,7.79
2019-02-26 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.3,503.68,184.8,0.22,8.04
2019-02-26 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.86,335.67,183.4,0.22,8.15
2019-02-26 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.0,145.79,181.86,0.24,6.59
2019-02-26 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.76,10.55,180.43,0.24,6.24
2019-02-27 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.3,0.0,177.7,0.25,6.71
2019-02-27 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.96,0.0,175.87,0.28,6.59
2019-02-27 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.6,0.0,174.12,0.31,6.2
2019-02-27 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.09,0.0,175.59,0.34,6.12
2019-02-27 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.55,0.0,175.4,0.35,5.72
2019-02-27 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.03,0.0,174.89,0.36,6.03
2019-02-27 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.64,0.0,173.59,0.37,5.97
2019-02-27 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.07,0.0,177.39,0.38,5.64
2019-02-27 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.85,0.0,176.48,0.39,5.52
2019-02-27 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.3,0.0,175.39,0.37,5.13
2019-02-27 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.96,0.0,173.99,0.36,4.29
2019-02-27 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-11.07,0.0,172.8,0.36,4.07
2019-02-27 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-11.24,16.6,173.53,0.35,3.94
2019-02-27 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-10.97,153.81,183.06,0.33,3.97
2019-02-27 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.98,282.43,217.59,0.29,4.15
2019-02-27 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.54,390.39,220.2,0.26,3.91
2019-02-27 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.63,415.82,238.96,0.23,3.61
2019-02-27 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.38,430.42,249.03,0.21,3.25
2019-02-27 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.74,341.59,256.43,0.21,2.81
2019-02-27 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.24,409.97,251.62,0.22,2.66
2019-02-27 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.52,233.81,263.2,0.23,1.92
2019-02-27 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.49,243.14,247.36,0.25,1.64
2019-02-27 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.61,73.74,261.53,0.28,1.09
2019-02-27 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.7,4.47,262.1,0.31,0.95
2019-02-28 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.61,0.0,266.16,0.35,0.37
2019-02-28 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.84,0.0,270.83,0.43,0.03
2019-02-28 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.23,0.0,274.69,0.53,0.46
2019-02-28 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.55,0.0,276.38,0.62,0.57
2019-02-28 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.98,0.0,273.61,0.69,0.69
2019-02-28 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.09,0.0,278.52,0.75,1.16
2019-02-28 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.03,0.0,279.21,0.76,1.68
2019-02-28 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.91,0.0,276.14,0.78,2.01
2019-02-28 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.0,0.0,276.37,0.81,2.12
2019-02-28 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.83,0.0,275.77,0.81,2.26
2019-02-28 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.66,0.0,274.64,0.8,2.41
2019-02-28 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.75,0.0,275.86,0.8,2.74
2019-02-28 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.84,5.28,273.35,0.8,3.07
2019-02-28 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.81,68.64,271.79,0.8,3.35
2019-02-28 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.15,215.58,251.61,0.77,3.44
2019-02-28 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.39,355.61,251.56,0.72,3.31
2019-02-28 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.55,451.8,256.19,0.68,3.24
2019-02-28 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.51,542.03,251.78,0.62,3.04
2019-02-28 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.85,534.16,239.71,0.56,3.12
2019-02-28 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.28,463.81,253.95,0.52,3.17
2019-02-28 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.49,388.39,253.33,0.46,3.0
2019-02-28 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.03,268.75,234.35,0.42,2.98
2019-02-28 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.45,142.21,209.34,0.39,1.68
2019-02-28 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.03,12.78,196.99,0.39,2.49
2019-03-01 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.81,0.0,192.72,0.41,2.47
2019-03-01 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.58,0.0,191.76,0.42,2.56
2019-03-01 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.28,0.0,191.45,0.44,2.69
2019-03-01 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.3,0.0,192.17,0.46,2.96
2019-03-01 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.89,0.0,196.66,0.48,2.95
2019-03-01 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.78,0.0,195.94,0.5,2.68
2019-03-01 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.93,0.0,194.73,0.49,2.62
2019-03-01 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.18,0.0,207.8,0.48,2.53
2019-03-01 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.58,0.0,208.26,0.5,2.46
2019-03-01 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.23,0.0,215.24,0.51,2.2
2019-03-01 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.42,0.0,217.8,0.54,1.53
2019-03-01 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.81,0.0,255.79,0.51,1.09
2019-03-01 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.57,8.75,266.95,0.51,1.5
2019-03-01 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.13,69.61,265.07,0.49,1.51
2019-03-01 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.59,215.94,263.43,0.46,1.21
2019-03-01 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.45,444.36,236.48,0.41,1.26
2019-03-01 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.45,610.1,222.38,0.41,0.96
2019-03-01 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.08,665.6,228.2,0.41,1.04
2019-03-01 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.85,675.49,225.5,0.41,1.23
2019-03-01 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.61,618.21,222.91,0.42,1.55
2019-03-01 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.84,499.94,224.39,0.44,2.36
2019-03-01 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.93,333.21,225.89,0.45,2.65
2019-03-01 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.81,148.05,226.16,0.51,2.56
2019-03-01 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.5,12.32,229.69,0.58,3.28
2019-03-02 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.04,0.0,233.5,0.61,3.32
2019-03-02 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.15,0.0,228.63,0.64,2.94
2019-03-02 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.37,0.0,229.85,0.67,2.46
2019-03-02 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.82,0.0,243.05,0.7,1.95
2019-03-02 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.23,0.0,250.31,0.73,1.77
2019-03-02 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.79,0.0,261.12,0.72,1.41
2019-03-02 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.23,0.0,282.16,0.71,1.46
2019-03-02 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.5,0.0,295.07,0.71,1.81
2019-03-02 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.1,0.0,300.89,0.75,2.65
2019-03-02 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.36,0.0,305.11,0.77,3.32
2019-03-02 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.59,0.0,302.68,0.79,3.52
2019-03-02 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.48,0.0,305.56,0.81,4.23
2019-03-02 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.29,2.86,305.79,0.82,4.61
2019-03-02 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.01,23.25,304.66,0.86,4.95
2019-03-02 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.09,53.21,304.85,0.87,5.54
2019-03-02 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.22,80.13,306.01,0.86,5.95
2019-03-02 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.11,105.67,307.14,0.87,6.26
2019-03-02 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.39,145.58,307.48,0.85,5.88
2019-03-02 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.3,205.75,305.49,0.84,5.68
2019-03-02 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.25,124.26,305.67,0.83,5.24
2019-03-02 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.09,144.46,304.7,0.81,4.88
2019-03-02 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.31,103.84,303.73,0.77,4.09
2019-03-02 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.35,51.46,299.06,0.73,3.01
2019-03-02 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.31,4.68,298.56,0.74,2.42
2019-03-03 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.01,0.0,274.64,0.75,1.79
2019-03-03 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.04,0.0,280.91,0.74,1.76
2019-03-03 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.04,0.0,269.64,0.72,1.46
2019-03-03 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.01,0.0,270.44,0.72,1.37
2019-03-03 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.02,0.0,271.23,0.73,1.58
2019-03-03 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.57,0.0,232.1,0.76,1.92
2019-03-03 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.71,0.0,276.21,0.76,2.52
2019-03-03 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.91,0.0,236.2,0.77,2.15
2019-03-03 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.08,0.0,254.58,0.77,2.33
2019-03-03 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.36,0.0,238.61,0.8,2.52
2019-03-03 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.49,0.0,227.24,0.8,2.65
2019-03-03 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.02,0.0,222.98,0.8,2.71
2019-03-03 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.16,23.62,221.51,0.78,2.57
2019-03-03 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.19,174.75,222.35,0.77,2.01
2019-03-03 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.53,363.14,221.7,0.69,2.09
2019-03-03 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.77,524.96,224.81,0.59,1.99
2019-03-03 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.69,630.28,234.9,0.54,1.35
2019-03-03 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.44,683.87,239.64,0.54,0.56
2019-03-03 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.95,679.23,243.87,0.56,0.81
2019-03-03 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.26,341.76,291.31,0.54,1.54
2019-03-03 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,4.71,268.28,299.28,0.5,2.67
2019-03-03 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.91,199.47,289.36,0.57,3.53
2019-03-03 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.84,101.55,273.59,0.66,3.52
2019-03-03 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.56,6.12,295.06,0.69,3.81
2019-03-04 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.26,0.0,295.2,0.74,3.88
2019-03-04 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.96,0.0,297.06,0.77,3.66
2019-03-04 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.69,0.0,297.94,0.81,2.55
2019-03-04 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.25,0.0,299.19,0.87,2.23
2019-03-04 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.98,0.0,298.41,0.9,2.15
2019-03-04 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.48,0.0,300.83,0.94,0.84
2019-03-04 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.53,0.0,302.4,0.96,1.82
2019-03-04 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.66,0.0,306.44,0.96,2.59
2019-03-04 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.74,0.0,307.68,0.96,3.67
2019-03-04 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.96,0.0,309.7,0.96,4.34
2019-03-04 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.89,0.0,312.29,0.96,4.97
2019-03-04 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.85,0.0,314.1,0.96,5.41
2019-03-04 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.84,1.82,312.03,0.95,5.77
2019-03-04 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.86,26.18,310.74,0.94,5.49
2019-03-04 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.95,120.19,306.61,0.92,5.98
2019-03-04 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.49,215.67,301.22,0.87,5.54
2019-03-04 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.02,329.42,298.29,0.82,5.51
2019-03-04 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.84,424.5,306.25,0.73,5.15
2019-03-04 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.39,388.44,306.63,0.68,4.9
2019-03-04 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.53,343.54,303.05,0.65,4.8
2019-03-04 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.41,239.03,303.21,0.63,4.62
2019-03-04 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,3.22,190.17,294.42,0.59,4.5
2019-03-04 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,2.24,96.33,281.15,0.57,3.95
2019-03-04 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.63,12.6,269.65,0.58,3.35
2019-03-05 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,1.33,0.0,261.89,0.59,3.55
2019-03-05 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,0.92,0.0,255.2,0.56,4.7
2019-03-05 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-0.5,0.0,223.99,0.54,5.99
2019-03-05 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.26,0.0,205.33,0.51,6.12
2019-03-05 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.35,0.0,194.83,0.51,5.78
2019-03-05 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.64,0.0,187.61,0.51,5.43
2019-03-05 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.79,0.0,183.2,0.54,4.91
2019-03-05 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.22,0.0,183.6,0.58,4.37
2019-03-05 08:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.11,0.0,182.21,0.61,4.24
2019-03-05 09:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.5,0.0,180.05,0.63,4.14
2019-03-05 10:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-8.7,0.0,178.89,0.63,3.93
2019-03-05 11:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.03,0.0,178.01,0.63,3.97
2019-03-05 12:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-9.06,31.26,176.51,0.62,3.77
2019-03-05 13:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.96,196.67,177.87,0.57,3.14
2019-03-05 14:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.92,395.88,178.44,0.51,3.08
2019-03-05 15:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.4,565.36,181.94,0.46,2.69
2019-03-05 16:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.56,686.45,184.49,0.44,2.46
2019-03-05 17:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.55,745.14,187.61,0.42,2.64
2019-03-05 18:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.88,741.05,190.77,0.4,3.15
2019-03-05 19:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.32,665.14,196.22,0.4,3.4
2019-03-05 20:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.78,537.99,198.19,0.4,3.31
2019-03-05 21:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-1.53,369.89,196.98,0.4,3.27
2019-03-05 22:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.88,171.9,201.09,0.47,1.97
2019-03-05 23:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-2.63,19.57,199.43,0.47,2.54
2019-03-06 00:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-3.41,0.0,202.23,0.54,2.31
2019-03-06 01:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-4.59,0.0,199.66,0.59,2.69
2019-03-06 02:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-5.59,0.0,198.4,0.66,3.0
2019-03-06 03:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.26,0.0,198.27,0.68,2.93
2019-03-06 04:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.86,0.0,200.04,0.72,3.28
2019-03-06 05:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-7.23,0.0,209.56,0.72,4.09
2019-03-06 06:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.52,0.0,216.16,0.62,4.47
2019-03-06 07:00:00,"(42.3736, -71.1097)",era5,39.39,-5.0,-6.34,0.0,212.59,0.59,4.45
