,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),,
1/14/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.8,0,,
1/14/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.98,15.07,,
1/14/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.53,120.89,,
1/14/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.15,236.02,,
1/14/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.25,350.77,,
1/14/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.49,424.41,,
1/14/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.9,464.14,,
1/14/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.22,402.81,,
1/14/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,0.31,319.46,,
1/14/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,0.82,177.72,,
1/14/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.17,36.08,,
1/14/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.79,0,,
1/15/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.4,0,,
1/15/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.77,0,,
1/15/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.07,0,,
1/15/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.12,0,,
1/15/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.3,0,,
1/15/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.41,0,,
1/15/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.5,0,,
1/15/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.74,0,,
1/15/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.81,0,,
1/15/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.3,0,,
1/15/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.44,0,,
1/15/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.63,0,,
1/15/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.66,0,,
1/15/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.86,21.07,,
1/15/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.45,153.25,,
1/15/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.99,302.17,,
1/15/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.32,416.52,,
1/15/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,0.54,478.76,,
1/15/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,1.3,455.1,,
1/15/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,1.89,404.71,,
1/15/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,1.96,271.21,,
1/15/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,1.78,127.04,,
1/15/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,0.45,29.57,,
1/15/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.46,0,,
1/16/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.82,0,,
1/16/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.16,0,,
1/16/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.67,0,,
1/16/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.15,0,,
1/16/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.41,0,,
1/16/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.45,0,,
1/16/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.8,0,,
1/16/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.83,0,,
1/16/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.76,0,,
1/16/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.54,0,,
1/16/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.04,0,,
1/16/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.12,0,,
1/16/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.07,0,,
1/16/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.29,17.52,,
1/16/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.15,122.58,,
1/16/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,0.56,249.43,,
1/16/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,1.45,338.43,,
1/16/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,2.32,377.91,,
1/16/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,2.81,338.07,,
1/16/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,3.12,422.93,,
1/16/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,3.28,326.1,,
1/16/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,3.54,183.82,,
1/16/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,2.82,38.9,,
1/16/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,2.57,0,,
1/17/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,2.3,0,,
1/17/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,2.03,0,,
1/17/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,1.78,0,,
1/17/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,1.32,0,,
1/17/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,1.04,0,,
1/17/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,0.48,0,,
1/17/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.31,0,,
1/17/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.87,0,,
1/17/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.63,0,,
1/17/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.42,0,,
1/17/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-4,0,,
1/17/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.04,0,,
1/17/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.2,0,,
1/17/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-4,22.23,,
1/17/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.59,159.73,,
1/17/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.58,298.16,,
1/17/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.13,405.19,,
1/17/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.6,485.6,,
1/17/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.44,458.2,,
1/17/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.13,343.26,,
1/17/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.22,255.55,,
1/17/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.13,117.75,,
1/17/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.26,21.25,,
1/17/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.23,0,,
1/18/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.51,0,,
1/18/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.39,0,,
1/18/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.2,0,,
1/18/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.26,0,,
1/18/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.12,0,,
1/18/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.03,0,,
1/18/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.07,0,,
1/18/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.98,0,,
1/18/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.8,0,,
1/18/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.89,0,,
1/18/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.65,0,,
1/18/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.36,0,,
1/18/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.41,0,,
1/18/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-3,18.05,,
1/18/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.39,116.95,,
1/18/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,0.18,252.66,,
1/18/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,0.88,300.53,,
1/18/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,1.96,243.57,,
1/18/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,2.49,195.56,,
1/18/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,3.01,204.1,,
1/18/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,3.01,114.21,,
1/18/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,3.04,64.03,,
1/18/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,1.99,9.93,,
1/18/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,1.69,0,,
1/19/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,1.57,0,,
1/19/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,1.12,0,,
1/19/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,0.79,0,,
1/19/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,0.61,0,,
1/19/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,0.57,0,,
1/19/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,0.5,0,,
1/19/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,0.14,0,,
1/19/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.09,0,,
1/19/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.73,0,,
1/19/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.17,0,,
1/19/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.6,0,,
1/19/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.47,0,,
1/19/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.67,0,,
1/19/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.48,30.87,,
1/19/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.5,159.46,,
1/19/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.67,291.44,,
1/19/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.39,340.8,,
1/19/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.38,353.26,,
1/19/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.41,332.54,,
1/19/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.92,245.05,,
1/19/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.49,86.31,,
1/19/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.6,36.7,,
1/19/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.49,3.26,,
1/19/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.72,0,,
1/20/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.51,0,,
1/20/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.25,0,,
1/20/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.46,0,,
1/20/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.4,0,,
1/20/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.17,0,,
1/20/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.85,0,,
1/20/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.88,0,,
1/20/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.94,0,,
1/20/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.01,0,,
1/20/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.2,0,,
1/20/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.14,0,,
1/20/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.19,0,,
1/20/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,0.53,0,,
1/20/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,0.03,2.08,,
1/20/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.98,8.44,,
1/20/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.22,22.18,,
1/20/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.13,27.28,,
1/20/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.09,33.06,,
1/20/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.15,25.88,,
1/20/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.7,24.73,,
1/20/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.53,35.77,,
1/20/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.71,24.37,,
1/20/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.3,4.97,,
1/20/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.72,0,,
1/21/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.94,0,,
1/21/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-6.32,0,,
1/21/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-8.71,0,,
1/21/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-11.27,0,,
1/21/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-12.21,0,,
1/21/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-13.34,0,,
1/21/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.35,0,,
1/21/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.57,0,,
1/21/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.17,0,,
1/21/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.55,0,,
1/21/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-16.48,0,,
1/21/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-16.64,0,,
1/21/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-16.77,0,,
1/21/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-16.85,33.85,,
1/21/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-16.67,182.33,,
1/21/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-16.15,325.79,,
1/21/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.77,436.33,,
1/21/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.32,484.34,,
1/21/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.05,455.06,,
1/21/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.03,388.87,,
1/21/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.07,256.58,,
1/21/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.12,117.78,,
1/21/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.15,18.33,,
1/21/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.16,0,,
1/22/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.19,0,,
1/22/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-15.06,0,,
1/22/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.89,0,,
1/22/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.68,0,,
1/22/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.66,0,,
1/22/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.62,0,,
1/22/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.73,0,,
1/22/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.72,0,,
1/22/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.67,0,,
1/22/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.29,0,,
1/22/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.16,0,,
1/22/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-14.11,0,,
1/22/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-13.97,0,,
1/22/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-13.42,38.74,,
1/22/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-11.74,189.72,,
1/22/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-9.71,340.55,,
1/22/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,-8.21,449.54,,
1/22/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,-6.41,506.26,,
1/22/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.11,505,,
1/22/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.21,443.03,,
1/22/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.44,326.18,,
1/22/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.42,168.19,,
1/22/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.11,25.28,,
1/22/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,-6.12,0,,
1/23/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-7.22,0,,
1/23/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-7.31,0,,
1/23/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-7.41,0,,
1/23/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-8.05,0,,
1/23/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-8.52,0,,
1/23/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-8.72,0,,
1/23/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-9.04,0,,
1/23/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-8.79,0,,
1/23/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-8.71,0,,
1/23/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-7.66,0,,
1/23/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-6.59,0,,
1/23/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-6.43,0,,
1/23/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.84,0,,
1/23/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.47,18.75,,
1/23/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.19,79.73,,
1/23/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,0.47,195.69,,
1/23/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,2.01,284.41,,
1/23/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,3.53,278.03,,
1/23/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,4.19,257.22,,
1/23/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,4.73,228.42,,
1/23/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,4.92,158.43,,
1/23/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,4.93,30.12,,
1/23/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,4.57,6.81,,
1/23/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,4.57,0,,
1/24/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,4.55,0,,
1/24/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,4.88,0,,
1/24/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,5.36,0,,
1/24/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,5.88,0,,
1/24/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,6.37,0,,
1/24/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,6.8,0,,
1/24/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,7.89,0,,
1/24/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,7.98,0,,
1/24/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,8.72,0,,
1/24/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,9.47,0,,
1/24/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,10.99,0,,
1/24/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,11.14,0,,
1/24/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,11.13,0,,
1/24/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,11.11,2.39,,
1/24/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,11.57,8.38,,
1/24/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,12.08,17.54,,
1/24/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,12.5,25.82,,
1/24/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,13.22,31.29,,
1/24/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,13.04,46.07,,
1/24/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,13.01,24.4,,
1/24/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,12.49,22.56,,
1/24/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,10.14,14.81,,
1/24/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,7.19,7.39,,
1/24/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,6.28,0,,
1/25/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,4.74,0,,
1/25/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,3.88,0,,
1/25/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,3.38,0,,
1/25/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,2.5,0,,
1/25/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,2.41,0,,
1/25/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,2.18,0,,
1/25/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,1.57,0,,
1/25/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,1.41,0,,
1/25/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,1.11,0,,
1/25/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,1.01,0,,
1/25/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,0.34,0,,
1/25/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,0.39,0,,
1/25/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,0.42,0,,
1/25/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,0.57,29.19,,
1/25/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,1.37,176.12,,
1/25/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,2.26,332.29,,
1/25/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,2.61,447.64,,
1/25/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,3.11,493.08,,
1/25/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,3.26,485.66,,
1/25/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,3.58,436.84,,
1/25/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,3.33,346.89,,
1/25/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,3.21,218.61,,
1/25/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,1.97,62.94,,
1/25/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,1.42,0,,
1/26/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,0.85,0,,
1/26/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,0.45,0,,
1/26/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.34,0,,
1/26/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.43,0,,
1/26/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.75,0,,
1/26/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.31,0,,
1/26/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.03,0,,
1/26/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.44,0,,
1/26/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.5,0,,
1/26/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.78,0,,
1/26/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.82,0,,
1/26/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.88,0,,
1/26/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.86,0,,
1/26/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.72,28.91,,
1/26/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.43,170.34,,
1/26/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.49,310.87,,
1/26/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.68,443.37,,
1/26/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,0.24,498.16,,
1/26/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,0.79,506.07,,
1/26/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,1.05,438.18,,
1/26/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,1.31,314.06,,
1/26/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,1.08,197.71,,
1/26/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.04,52.93,,
1/26/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,0.12,0.03,,
1/27/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.1,0,,
1/27/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.55,0,,
1/27/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.38,0,,
1/27/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.81,0,,
1/27/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.96,0,,
1/27/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.08,0,,
1/27/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.07,0,,
1/27/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.67,0,,
1/27/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.67,0,,
1/27/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.9,0,,
1/27/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.86,0,,
1/27/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.19,0,,
1/27/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.07,0,,
1/27/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,1.38,27.93,,
1/27/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,3.13,176.34,,
1/27/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,5.58,337.11,,
1/27/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,6.61,456.29,,
1/27/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,7.44,524.8,,
1/27/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,7.7,493.27,,
1/27/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,7.62,331.85,,
