,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),surface_solar_radiation (W/m^2),,
2/21/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,1.56,0,,
2/21/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,1.52,0,,
2/21/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,1.51,0,,
2/21/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,1.32,0,,
2/21/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,0.82,0,,
2/21/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,0.78,0,,
2/21/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,0.97,1.24,,
2/21/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,1.46,45.66,,
2/21/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,2.69,214.23,,
2/21/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,4.48,382.36,,
2/21/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,5.81,509.98,,
2/21/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,6.43,615.21,,
2/21/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,8.37,633.05,,
2/21/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,9.36,591.53,,
2/21/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,10.18,482.11,,
2/21/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,10.37,340.39,,
2/21/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,9.16,159.68,,
2/21/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,7.88,17.23,,
2/22/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,6.81,0,,
2/22/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,6.33,0,,
2/22/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,5.77,0,,
2/22/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,5.25,0,,
2/22/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,5.35,0,,
2/22/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,5.07,0,,
2/22/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,4.79,0,,
2/22/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,4.78,0,,
2/22/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,4.43,0,,
2/22/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,3.93,0,,
2/22/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,3.48,0,,
2/22/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,3.52,0,,
2/22/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,3.43,1.92,,
2/22/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,3.49,58.73,,
2/22/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,4.21,181.31,,
2/22/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,5.1,327.27,,
2/22/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,5.56,450.62,,
2/22/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,5.78,499.71,,
2/22/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,6.2,547.61,,
2/22/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,6.42,499.89,,
2/22/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,6.59,418.27,,
2/22/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,5.96,254.31,,
2/22/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,4.95,118.23,,
2/22/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,4.81,12.7,,
2/23/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,4.39,0,,
2/23/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,3.81,0,,
2/23/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,3.16,0,,
2/23/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,2.33,0,,
2/23/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,1.9,0,,
2/23/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,1.68,0,,
2/23/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,1.52,0,,
2/23/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,1.6,0,,
2/23/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,1.3,0,,
2/23/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,0.84,0,,
2/23/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.12,0,,
2/23/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.21,0,,
2/23/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.21,2.45,,
2/23/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,0.37,71.55,,
2/23/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,1.11,210.21,,
2/23/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,2.29,336.21,,
2/23/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,2.71,427.53,,
2/23/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,2.92,474.09,,
2/23/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,3.42,483.77,,
2/23/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,3.42,382.83,,
2/23/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,3.67,296.46,,
2/23/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,3.59,147.19,,
2/23/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,3.71,63.19,,
2/23/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,3.43,8.16,,
2/24/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,3.26,0,,
2/24/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,3.09,0,,
2/24/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,3.23,0,,
2/24/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,3.24,0,,
2/24/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,3.36,0,,
2/24/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,3.4,0,,
2/24/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,3.42,0,,
2/24/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,3.46,0,,
2/24/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,3.72,0,,
2/24/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,4.02,0,,
2/24/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,5.26,0,,
2/24/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,5.68,0,,
2/24/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,6.08,0.19,,
2/24/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,6.39,5.69,,
2/24/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,6.11,19.29,,
2/24/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,6.81,44.37,,
2/24/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,7.79,120.54,,
2/24/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,7.82,140.98,,
2/24/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,7.36,95.27,,
2/24/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,7.09,153.76,,
2/24/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,7.34,108.9,,
2/24/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,7.33,85.07,,
2/24/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,7.16,54.66,,
2/24/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,7.29,7.01,,
2/25/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,7.31,0,,
2/25/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,7.68,0,,
2/25/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,6.98,0,,
2/25/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,6.8,0,,
2/25/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,6.69,0,,
2/25/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,6.57,0,,
2/25/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,5.81,0,,
2/25/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,5.53,0,,
2/25/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,4.75,0,,
2/25/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,3.89,0,,
2/25/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,2.92,0,,
2/25/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,2.63,0,,
2/25/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,2.54,5.48,,
2/25/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,2.71,124.06,,
2/25/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,2.85,299.32,,
2/25/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,3.1,439.31,,
2/25/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,3.34,547.55,,
2/25/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,3.93,665.44,,
2/25/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,4.74,676.76,,
2/25/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,4.56,616.15,,
2/25/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,4.83,511.09,,
2/25/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,4.53,358.58,,
2/25/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,3.63,185.85,,
2/25/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,2.78,24.92,,
2/26/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,1.93,0,,
2/26/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,1.22,0,,
2/26/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,0.4,0,,
2/26/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.44,0,,
2/26/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.86,0,,
2/26/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.13,0,,
2/26/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.5,0,,
2/26/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.69,0,,
2/26/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.95,0,,
2/26/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.05,0,,
2/26/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.57,0,,
2/26/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.75,0,,
2/26/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.7,6.07,,
2/26/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.25,125.68,,
2/26/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.5,305.57,,
2/26/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.35,466.66,,
2/26/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,0.43,601.56,,
2/26/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,1.47,667.69,,
2/26/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,2.14,682.08,,
2/26/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,2.53,625.65,,
2/26/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,3.02,514.21,,
2/26/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,2.73,356.28,,
2/26/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,1.33,178.91,,
2/26/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,0.54,25.26,,
2/27/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.22,0,,
2/27/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.85,0,,
2/27/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.59,0,,
2/27/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.46,0,,
2/27/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.78,0,,
2/27/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.82,0,,
2/27/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.91,0,,
2/27/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.06,0,,
2/27/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.13,0,,
2/27/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.6,0,,
2/27/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.95,0,,
2/27/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.88,0,,
2/27/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.91,4.7,,
2/27/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.99,64.18,,
2/27/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.85,162.49,,
2/27/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.33,263.69,,
2/27/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.08,258.06,,
2/27/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.2,254.31,,
2/27/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.06,380.39,,
2/27/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.75,343.94,,
2/27/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.62,351.52,,
2/27/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.43,274.33,,
2/27/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.25,112.77,,
2/27/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.16,16.52,,
2/28/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.89,0,,
2/28/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.67,0,,
2/28/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.33,0,,
2/28/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.16,0,,
2/28/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.97,0,,
2/28/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.86,0,,
2/28/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.88,0,,
2/28/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.82,0,,
2/28/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.03,0,,
2/28/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.58,0,,
2/28/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.84,0,,
2/28/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.91,0,,
2/28/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.78,4.88,,
2/28/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.1,108.4,,
2/28/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.77,295.2,,
2/28/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.18,479.95,,
2/28/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,0.28,611,,
2/28/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,0.63,686.31,,
2/28/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,1.21,715.34,,
2/28/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,1.52,666.75,,
2/28/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,1.85,543.86,,
2/28/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,1.93,380.77,,
2/28/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,1.31,187.02,,
2/28/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,0.97,28.98,,
3/1/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,0.09,0,,
3/1/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.57,0,,
3/1/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.78,0,,
3/1/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.26,0,,
3/1/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.33,0,,
3/1/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.36,0,,
3/1/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.31,0,,
3/1/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.85,0,,
3/1/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.73,0,,
3/1/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.11,0,,
3/1/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.19,0,,
3/1/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.47,0,,
3/1/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.36,2.9,,
3/1/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.18,47.49,,
3/1/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.64,120.24,,
3/1/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.57,294.84,,
3/1/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,0.07,409.1,,
3/1/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,0.71,337.63,,
3/1/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,0.96,322.15,,
3/1/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,1.16,256.15,,
3/1/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,1.37,189.87,,
3/1/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,1.63,116.24,,
3/1/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,1.42,71.41,,
3/1/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,1.52,10.51,,
3/2/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,1.39,0,,
3/2/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,1.51,0,,
3/2/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,1.5,0,,
3/2/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,1.36,0,,
3/2/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,1.38,0,,
3/2/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,1.41,0,,
3/2/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,1.29,0,,
3/2/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,1.21,0,,
3/2/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,0.81,0,,
3/2/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,0.72,0,,
3/2/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.14,0,,
3/2/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.28,0,,
3/2/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.28,2.42,,
3/2/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.06,52.26,,
3/2/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,0.42,149.63,,
3/2/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,1.01,225.46,,
3/2/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,1.24,312.27,,
3/2/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,1.9,388.38,,
3/2/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,2.43,430.07,,
3/2/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,2.72,384.96,,
3/2/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,3.39,427.17,,
3/2/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,3.8,330.11,,
3/2/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,3.69,145.74,,
3/2/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,3.49,18.33,,
3/3/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,3.39,0,,
3/3/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,3.33,0,,
3/3/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,3.48,0,,
3/3/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,3.32,0,,
3/3/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,2.87,0,,
3/3/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,2.76,0,,
3/3/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,2.59,0,,
3/3/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,2.58,0,,
3/3/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,2.26,0,,
3/3/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,2.02,0,,
3/3/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,1.78,0,,
3/3/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,1.92,0,,
3/3/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,1.76,12.63,,
3/3/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,2.42,146.87,,
3/3/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,2.93,317.26,,
3/3/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,3.42,434.99,,
3/3/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,4.02,479.99,,
3/3/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,4.68,644.47,,
3/3/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,4.35,713.46,,
3/3/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,4.33,457.34,,
3/3/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,4.28,237.49,,
3/3/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,3.38,144.17,,
3/3/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,2.17,37.53,,
3/3/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,1.49,6.22,,
3/4/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,1.2,0,,
3/4/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,1.15,0,,
3/4/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,0.96,0,,
3/4/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,0.88,0,,
3/4/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,0.87,0,,
3/4/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,0.95,0,,
3/4/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,0.99,0,,
3/4/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,1.04,0,,
3/4/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,1.02,0,,
3/4/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,1.14,0,,
3/4/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,1.11,0,,
3/4/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,1.26,0,,
3/4/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,1.43,8.05,,
3/4/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,1.54,118.07,,
3/4/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,1.67,326.9,,
3/4/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,1.9,496.48,,
3/4/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,2.04,663.71,,
3/4/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,2.35,741.06,,
3/4/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,2.71,752.83,,
3/4/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,3.04,688.03,,
3/4/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,3.19,556.03,,
3/4/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,3.11,353.71,,
3/4/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,2.65,193.32,,
3/4/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,1.94,33.68,,
3/5/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,1.32,0,,
3/5/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,0.55,0,,
3/5/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,0.14,0,,
3/5/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.2,0,,
3/5/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.19,0,,
3/5/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.63,0,,
3/5/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.53,0,,
3/5/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.99,0,,
3/5/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.26,0,,
3/5/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.73,0,,
3/5/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-6.34,0,,
3/5/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-6.09,0,,
3/5/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.99,17.41,,
3/5/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.62,172.37,,
3/5/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.26,375.37,,
3/5/19 15:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.01,553.92,,
3/5/19 16:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.51,673.9,,
3/5/19 17:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.88,753.74,,
3/5/19 18:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.35,697,,
3/5/19 19:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.86,702.16,,
3/5/19 20:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.27,578.72,,
3/5/19 21:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.23,393.3,,
3/5/19 22:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.46,218.78,,
3/5/19 23:00,"(40.6943, -73.9249)",era5,14.59,-5,-0.71,41.03,,
3/6/19 0:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.03,0,,
3/6/19 1:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.38,0,,
3/6/19 2:00,"(40.6943, -73.9249)",era5,14.59,-5,-1.69,0,,
3/6/19 3:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.22,0,,
3/6/19 4:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.52,0,,
3/6/19 5:00,"(40.6943, -73.9249)",era5,14.59,-5,-2.76,0,,
3/6/19 6:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.22,0,,
3/6/19 7:00,"(40.6943, -73.9249)",era5,14.59,-5,-3.69,0,,
3/6/19 8:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.1,0,,
3/6/19 9:00,"(40.6943, -73.9249)",era5,14.59,-5,-4.64,0,,
3/6/19 10:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.68,0,,
3/6/19 11:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.79,0,,
3/6/19 12:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.73,19.35,,
3/6/19 13:00,"(40.6943, -73.9249)",era5,14.59,-5,-6,177.24,,
3/6/19 14:00,"(40.6943, -73.9249)",era5,14.59,-5,-5.64,381.5,,
