datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),wind_speed (m/s),surface_pressure (Pa)
3/11/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-3.21,-8.07,2.68,99111.16
3/11/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-3.2,-7.77,2.79,99105.17
3/11/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-4.16,-8,2.72,99058.57
3/11/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-5.24,-8.17,2.31,99043.2
3/11/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-5.39,-8.28,1.92,99037.36
3/11/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-5.35,-8.13,1.94,99138.52
3/11/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-5.14,-8.04,2.2,99164.36
3/11/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-3.94,-7.11,2.75,99157.42
3/11/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-1.67,-6.51,2.61,99205.93
3/11/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,1.3,-6.86,3.45,99238.17
3/11/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,2.05,-7.39,3.62,99190.57
3/11/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,3.02,-7.12,3.83,99163.83
3/11/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,3.56,-6.8,3.66,99108.98
3/11/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,4.18,-6.5,3.72,99053.21
3/11/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,5.05,-6.08,3.65,99011.3
3/11/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,5.28,-5.96,3.74,98989.83
3/11/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,4.29,-5.86,3.56,98924.91
3/11/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,3.93,-6.27,2.54,98949.38
3/12/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,2.65,-5.87,2.09,98996.04
3/12/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,0.84,-5.62,2.77,98984.7
3/12/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,0.7,-5.57,3.29,99000
3/12/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-0.43,-5.84,2.95,99008.82
3/12/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-1.57,-5.84,2.48,98999.8
3/12/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-2.88,-6.01,2.18,98979.41
3/12/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-3.34,-6.29,1.98,98948.79
3/12/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-3.86,-6.18,1.81,98927.41
3/12/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-3.91,-6.41,1.75,98880.4
3/12/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-3.68,-6.42,1.78,98820.76
3/12/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-4.81,-6.39,1.87,98768.7
3/12/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-4.91,-6.29,1.7,98754.67
3/12/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-4.4,-5.61,1.81,98759.98
3/12/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-2.76,-4.92,2.22,98745.16
3/12/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-0.78,-4.58,2.81,98717.49
3/12/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,0.07,-4.22,3.82,98748.8
3/12/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-0.01,-3.4,4.23,98725.93
3/12/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,1.41,-1.68,5.11,98678.62
3/12/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,2.89,-0.9,4.96,98629.79
3/12/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,4.28,0.32,5.59,98593.02
3/12/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,4.38,-0.52,6.3,98560.41
3/12/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,3.56,-2.12,7.2,98609.41
3/12/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,2.73,-3.25,5.88,98651.61
3/12/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,2.26,-4.65,5.39,98747.14
3/13/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,1.84,-5.25,4.4,98780.2
3/13/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,1.16,-5.43,3.94,98819.47
3/13/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,0.46,-5.31,4.09,98857.16
3/13/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-0.51,-5,4.12,98878.3
3/13/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-0.92,-4.81,3.68,98903.18
3/13/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-1.56,-4.85,3.18,98884.13
3/13/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-1.74,-4.75,3.27,98882.12
3/13/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-1.95,-4.42,2.8,98878.99
3/13/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-2.6,-4.42,2.93,98821.56
3/13/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-2.71,-4.19,3.06,98806.49
3/13/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-3.03,-4.76,3.33,98782.43
3/13/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-2.89,-4.39,3.52,98812.49
3/13/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-2.77,-4.08,3.73,98816.82
3/13/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-2.02,-3.58,4.08,98811.43
3/13/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-0.81,-3.61,4.94,98833.12
3/13/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,0.3,-3.83,4.74,98843.41
3/13/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,1.01,-3.61,4.74,98835.86
3/13/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,1.38,-3.76,5.2,98799.17
3/13/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,1.83,-4.15,5.77,98767.94
3/13/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,1.73,-4.5,6.25,98728.76
3/13/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,0.36,-5.61,6.52,98704.27
3/13/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,0.44,-7.35,7.28,98708.72
3/13/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,-0.73,-8.44,6.55,98799.34
3/13/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,-1.33,-7.75,5.85,98822.91
3/14/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,-2.42,-7.59,4.79,98863.07
3/14/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,-2.89,-7.39,4.56,98851.09
3/14/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,-3.39,-7.45,4.64,98885.05
3/14/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-3.9,-7.78,5.14,98895.06
3/14/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-3.9,-8.12,4.94,98910.39
3/14/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-4.19,-8.21,4.62,98877.63
3/14/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-4.31,-8.24,4.65,98884.62
3/14/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-4.49,-8.25,4.7,98905.66
3/14/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-4.74,-8.93,4.5,98870
3/14/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-5,-9.1,4.2,98869.66
3/14/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-4.59,-8.12,3.63,98836.6
3/14/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-4.64,-7.67,4.01,98853.43
3/14/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-4.6,-7.1,3.99,98857.2
3/14/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-3.9,-6.63,5.18,98842.16
3/14/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-2.49,-6.49,5.7,98838.84
3/14/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-0.8,-6.91,5.72,98843.82
3/14/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-0.11,-7.32,5.92,98832.5
3/14/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,0.79,-7.53,6,98759.2
3/14/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,1.57,-7.66,6.19,98666.96
3/14/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,2.5,-7.89,6.5,98567.51
3/14/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,3.76,-7.93,6.54,98456.14
3/14/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,4.7,-8.39,6.27,98363.06
3/14/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,4.63,-8.09,5.27,98254.93
3/14/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,4.59,-8.16,4.42,98225.18
3/15/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,3.63,-8.21,4.03,98192.35
3/15/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,2.77,-7.63,4.52,98161.48
3/15/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,2.08,-7.19,4.95,98104.01
3/15/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,1.83,-6.54,5.26,98020.35
3/15/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,1.82,-6.19,5.39,97933.78
3/15/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,1.64,-5.74,5.13,97831.55
3/15/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,1.63,-5.42,4.89,97756.77
3/15/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,1.81,-5.24,4.78,97710.95
3/15/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,1.03,-4.8,4.33,97666.27
3/15/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-0.01,-4.15,4.18,97684.71
3/15/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-1.12,-4.08,3.47,97751.48
3/15/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-1.26,-4.16,3.35,97805.02
3/15/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-1.19,-4.49,3.5,97898.7
3/15/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-0.01,-4.54,4.07,97947.89
3/15/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,1.73,-5.35,4.59,98007.05
3/15/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,3.71,-6.07,4.75,98052.94
3/15/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,4.75,-6.33,5.07,98059.7
3/15/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,6.22,-5.98,5.95,98069.17
3/15/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,6.47,-4.9,6.48,98069.49
3/15/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,6.53,-4.51,6.63,98047.8
3/15/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,6.56,-4.5,6.66,97998.07
3/15/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,6.66,-4.62,6.49,98021.2
3/15/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,5.8,-4.77,6.29,98015.2
3/15/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,5.13,-4.72,5.36,98075.81
3/16/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,3.56,-4.72,4.76,98137.05
3/16/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,2.55,-4.85,4.9,98230.18
3/16/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,1.01,-5.53,5.56,98331.88
3/16/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-0.54,-7.2,5.7,98411.05
3/16/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-1.26,-8.72,5.69,98509.36
3/16/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-2.48,-10.69,5.36,98565.27
3/16/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-3.19,-11.82,4.84,98644.12
3/16/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-3.69,-11.58,4.37,98688.08
3/16/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-4.39,-11.65,4.02,98770.85
3/16/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-4.81,-11.62,3.6,98829.76
3/16/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-5.89,-11.89,3.65,98934.05
3/16/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-6.01,-11.72,2.9,99008.43
3/16/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-6.18,-11.68,2.13,99087.33
3/16/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-4.58,-11.05,2.64,99129.56
3/16/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-3.09,-10.73,2.54,99183.95
3/16/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,-1.28,-10.08,1.83,99248.14
3/16/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,-0.52,-9.53,1.31,99280.52
3/16/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,0.94,-9.01,1.11,99241.24
3/16/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,1.96,-8.77,1.33,99217.7
3/16/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,2.83,-8.33,0.89,99147.41
3/16/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,3.82,-8.37,0.81,99081.1
3/16/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,4.39,-8.31,1.34,98998.95
3/16/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,3.54,-8.16,1.79,98933.48
3/16/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,3.29,-8.86,1.41,98937.33
3/17/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,1.79,-7.32,1.71,98932.41
3/17/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,1.11,-7.26,2.02,98862.28
3/17/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,0.83,-7.28,1.99,98882.02
3/17/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-0.06,-7.18,2.01,98870.37
3/17/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,-0.42,-7.19,2.42,98816.65
3/17/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-0.63,-7.33,2.77,98740.92
3/17/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-0.7,-7.61,2.69,98680.69
3/17/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-0.42,-7.75,3.08,98611.45
3/17/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-0.94,-7.55,3.5,98475.93
3/17/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-0.6,-6.48,1.89,98526.23
3/17/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-1.05,-4.44,2.58,98443.62
3/17/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-1.14,-4.26,3.61,98372.03
3/17/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-1,-3.91,3.61,98379.61
3/17/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-0.96,-3.6,3.69,98414.1
3/17/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-0.15,-3.58,4.27,98457.01
3/17/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,1.55,-3.01,5.17,98387.77
3/17/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,2.47,-3.17,5.51,98345.88
3/17/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,4.26,-3.3,4.97,98332.8
3/17/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,5.48,-3.38,4.35,98329.15
3/17/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,6.35,-3.44,4.28,98294.91
3/17/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,7.03,-4.45,4.15,98258.31
3/17/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,7.44,-4.7,3.65,98244.14
3/17/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,5.99,-2.81,2.72,98331.95
3/17/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,5.83,-3.29,1.92,98387.09
3/18/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,3.28,-2.71,1.52,98395.73
3/18/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,1.96,-3.01,1.95,98424.66
3/18/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,0.37,-3.85,2.12,98501.77
3/18/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,-1.47,-5.01,1.98,98560.38
3/18/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,0.25,-4.6,2.12,98606.22
3/18/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-1.55,-4.82,2.48,98625.8
3/18/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-3.55,-5.6,2.37,98670.8
3/18/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-3.62,-5.5,2.37,98702.28
3/18/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-4.02,-5.74,2.39,98720.63
3/18/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-4.1,-5.75,2.46,98710.65
3/18/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-4.61,-5.56,2.17,98726.51
3/18/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-4.81,-5.68,2.1,98787.36
3/18/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-4.86,-5.66,2.1,98839.48
3/18/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-2.33,-4,1.94,98860.01
3/18/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,2.08,-2.5,1.67,98863.51
3/18/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,6.68,-3.16,1.89,98863.55
3/18/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,8.48,-3.97,2.27,98830.7
3/18/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,10.39,-5.12,2.17,98768.18
3/18/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,11.47,-5.22,2.11,98718.83
3/18/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,12.07,-5.26,2.15,98616.55
3/18/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,12.79,-5.18,2.12,98550.24
3/18/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,13.49,-4.84,2.02,98492.55
3/18/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,12.35,-4.36,1.58,98411.45
3/18/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,11.85,-0.2,1.76,98397.58
3/19/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,10.81,-3.05,2.5,98390.38
3/19/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,9.24,-2.28,2.41,98390.15
3/19/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,6.53,-1.71,2.32,98401.77
3/19/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,4.34,-1.91,2.39,98383.46
3/19/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,3.72,-1.79,2.91,98336.38
3/19/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,2.8,-2.17,2.8,98304.08
3/19/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,2.71,-2.86,2.6,98332.7
3/19/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,2.24,-3.28,2.69,98306.56
3/19/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,1.85,-3.92,3.51,98295.44
3/19/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,1.53,-4.06,4.08,98271.61
3/19/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,0.44,-4.16,4.12,98306.88
3/19/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,0.05,-4.37,4.47,98348.41
3/19/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-0.33,-5.18,4.79,98371.85
3/19/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,0.59,-5.33,4.89,98394.44
3/19/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,2.61,-5.4,5.05,98375.1
3/19/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,5.37,-5.13,5.82,98333.95
3/19/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,6.95,-4.33,6.22,98311.5
3/19/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,9.01,-3.58,6.14,98334
3/19/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,9.87,-3.45,6.84,98202.95
3/19/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,10.17,-3.27,6.78,98171.57
3/19/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,9.76,-3.97,7.1,98083.71
3/19/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,9.2,-4.38,7.49,98079.1
3/19/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,6.36,-5.32,7.3,98037.49
3/19/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,4.88,-6.6,7.13,98015.74
3/20/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,3.76,-7.25,6.99,98035.86
3/20/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,2.64,-8.16,7.2,98047.18
3/20/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,1.55,-7.66,7.64,98032.9
3/20/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,0.41,-7.53,7.48,98045.15
3/20/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,0.15,-7.59,7.47,98053.73
3/20/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-0.48,-8.3,7.35,98013.29
3/20/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-1,-9.24,7.23,98017.53
3/20/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-1.22,-9.25,7.07,97964.82
3/20/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-1.88,-9.42,7.1,97973.98
3/20/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-2.17,-9.52,7.29,97912.97
3/20/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-3.03,-9.73,6.98,97845.76
3/20/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-2.98,-9.97,7.08,97854.93
3/20/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-3.32,-10.28,7.01,97872
3/20/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-2.47,-10.14,6.92,97918.16
3/20/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-0.84,-10.32,7.96,97917.66
3/20/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,1.58,-10.05,7.99,97915.39
3/20/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,3.08,-9.47,7.62,97921.9
3/20/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,4.81,-9.07,7.53,97876.37
3/20/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,5.97,-8.54,7.72,97834.34
3/20/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,6.87,-7.92,7.93,97750.23
3/20/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,7.42,-7.57,8.27,97694.86
3/20/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,7.55,-7.4,8.17,97682.62
3/20/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,5.61,-7.87,6.7,97730.09
3/20/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,4.87,-8.36,5.94,97780.73
3/21/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,4.05,-9.18,5.73,97804.7
3/21/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,3.6,-8.8,5.7,97847.74
3/21/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,2.85,-8.24,5.86,97895.14
3/21/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,1.49,-7.8,6.16,97918.3
3/21/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,0.69,-7.28,6.24,97956.91
3/21/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-0.61,-6.4,5.81,97974.7
3/21/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-1.53,-6.09,5.45,97990.02
3/21/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-1.72,-6.05,5.23,97958.64
3/21/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-2.05,-5.93,4.93,97944.95
3/21/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-1.96,-5.96,5.03,97939.3
3/21/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-2.27,-6.74,4.53,97983.16
3/21/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-2.22,-6.67,4.73,98069.02
3/21/2018 12:00,"(41.01, -85.21)",era5,249.23,-5,-1.98,-6.64,4.95,98141.03
3/21/2018 13:00,"(41.01, -85.21)",era5,249.23,-5,-1.68,-6.4,5.37,98210.72
3/21/2018 14:00,"(41.01, -85.21)",era5,249.23,-5,-0.84,-6.6,6.21,98284.07
3/21/2018 15:00,"(41.01, -85.21)",era5,249.23,-5,1.2,-6.93,6.27,98380.54
3/21/2018 16:00,"(41.01, -85.21)",era5,249.23,-5,2.22,-6.5,6.23,98444.7
3/21/2018 17:00,"(41.01, -85.21)",era5,249.23,-5,4,-6.69,5.85,98467.76
3/21/2018 18:00,"(41.01, -85.21)",era5,249.23,-5,5.05,-6.73,5.45,98493.34
3/21/2018 19:00,"(41.01, -85.21)",era5,249.23,-5,5.63,-6.61,5.13,98543.7
3/21/2018 20:00,"(41.01, -85.21)",era5,249.23,-5,6.28,-7.37,5.1,98586.11
3/21/2018 21:00,"(41.01, -85.21)",era5,249.23,-5,6.15,-7.94,4.98,98639.57
3/21/2018 22:00,"(41.01, -85.21)",era5,249.23,-5,5.75,-7.8,4.22,98743.66
3/21/2018 23:00,"(41.01, -85.21)",era5,249.23,-5,5.34,-7.7,3.46,98811.8
3/22/2018 0:00,"(41.01, -85.21)",era5,249.23,-5,4.58,-7.84,2.93,98917.12
3/22/2018 1:00,"(41.01, -85.21)",era5,249.23,-5,3.86,-7.42,3.11,98987.18
3/22/2018 2:00,"(41.01, -85.21)",era5,249.23,-5,2.64,-6.82,3.28,99080
3/22/2018 3:00,"(41.01, -85.21)",era5,249.23,-5,1.41,-6.23,3.23,99118.59
3/22/2018 4:00,"(41.01, -85.21)",era5,249.23,-5,0.23,-5.8,3.25,99162.82
3/22/2018 5:00,"(41.01, -85.21)",era5,249.23,-5,-1.48,-6.01,3.24,99178.38
3/22/2018 6:00,"(41.01, -85.21)",era5,249.23,-5,-2.38,-5.89,2.97,99230.73
3/22/2018 7:00,"(41.01, -85.21)",era5,249.23,-5,-2.74,-5.79,2.68,99240.5
3/22/2018 8:00,"(41.01, -85.21)",era5,249.23,-5,-3.45,-6.07,2.54,99254.48
3/22/2018 9:00,"(41.01, -85.21)",era5,249.23,-5,-4.03,-6.26,2.45,99253.41
3/22/2018 10:00,"(41.01, -85.21)",era5,249.23,-5,-4.17,-5.72,2.32,99319.53
3/22/2018 11:00,"(41.01, -85.21)",era5,249.23,-5,-4.41,-5.74,2.62,99370.8
