datetime (UTC),"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),relative_humidity (0-1),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_thermal_radiation (W/m^2)
2019-03-04 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-24.19,0.79,3.07,0.00,153.69
2019-03-04 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-24.28,0.79,3.21,0.95,153.36
2019-03-04 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-23.11,0.78,3.53,84.37,152.00
2019-03-04 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-19.36,0.71,3.84,269.26,149.57
2019-03-04 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.55,0.67,4.17,444.80,151.69
2019-03-04 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-16.11,0.64,4.49,588.16,156.24
2019-03-04 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.96,0.61,4.92,674.13,159.63
2019-03-04 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.19,0.60,5.46,698.32,164.89
2019-03-04 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.74,0.61,5.89,638.23,177.98
2019-03-04 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.65,0.65,6.02,537.61,191.91
2019-03-04 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.85,0.68,5.88,336.58,197.50
2019-03-04 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.22,0.70,6.03,174.49,212.84
2019-03-05 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.26,0.72,5.19,43.18,221.52
2019-03-05 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.31,0.75,5.03,0.00,214.88
2019-03-05 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.37,0.77,4.80,0.00,217.18
2019-03-05 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.49,0.77,4.37,0.00,219.36
2019-03-05 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.75,0.79,4.08,0.00,203.73
2019-03-05 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.14,0.79,3.77,0.00,182.67
2019-03-05 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-16.11,0.80,3.66,0.00,170.06
2019-03-05 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-16.23,0.79,3.68,0.00,167.10
2019-03-05 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-16.34,0.79,3.81,0.00,161.56
2019-03-05 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-16.53,0.79,3.99,0.00,158.89
2019-03-05 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.50,0.81,4.18,0.00,158.17
2019-03-05 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.38,0.81,4.03,0.00,158.06
2019-03-05 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.28,0.80,4.32,0.00,158.15
2019-03-05 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.28,0.80,4.47,1.54,158.77
2019-03-05 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-16.23,0.77,4.73,93.33,162.16
2019-03-05 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.67,0.67,4.72,273.23,163.49
2019-03-05 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-12.42,0.61,6.27,457.62,164.26
2019-03-05 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.62,0.57,6.64,589.95,170.96
2019-03-05 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.86,0.56,6.38,664.31,189.85
2019-03-05 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.39,0.55,6.17,689.60,187.72
2019-03-05 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.92,0.54,6.01,652.43,187.36
2019-03-05 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.36,0.53,5.78,546.87,187.48
2019-03-05 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.58,0.52,4.96,405.84,189.91
2019-03-05 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.70,0.52,4.54,229.79,184.81
2019-03-06 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.57,0.57,3.45,63.26,178.87
2019-03-06 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.52,0.63,3.63,0.06,174.49
2019-03-06 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-12.62,0.68,3.95,0.00,171.63
2019-03-06 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.90,0.73,3.97,0.00,170.96
2019-03-06 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.05,0.74,3.50,0.00,170.56
2019-03-06 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.05,0.76,3.24,0.00,170.30
2019-03-06 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.88,0.80,3.16,0.00,170.31
2019-03-06 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.93,0.79,2.77,0.00,182.68
2019-03-06 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.46,0.80,2.81,0.00,172.57
2019-03-06 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-16.53,0.81,2.95,0.00,170.36
2019-03-06 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.39,0.80,2.76,0.00,169.87
2019-03-06 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.42,0.80,2.99,0.00,169.78
2019-03-06 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.38,0.80,3.00,0.00,169.69
2019-03-06 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.63,0.81,2.96,2.05,169.03
2019-03-06 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.81,0.78,2.85,100.36,170.10
2019-03-06 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-12.15,0.70,2.59,285.06,171.50
2019-03-06 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.87,0.65,2.88,461.47,174.27
2019-03-06 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.38,0.63,3.08,598.83,178.67
2019-03-06 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.29,0.62,3.08,680.95,183.32
2019-03-06 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.27,0.59,3.29,709.23,185.92
2019-03-06 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.77,0.56,3.83,677.47,188.68
2019-03-06 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.33,0.53,3.97,588.75,188.66
2019-03-06 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.06,0.51,4.02,441.35,190.17
2019-03-06 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.30,0.51,3.62,254.33,188.07
2019-03-07 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.28,0.57,2.55,68.47,191.63
2019-03-07 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.72,0.64,2.87,0.06,181.89
2019-03-07 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.43,0.66,2.98,0.00,181.39
2019-03-07 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.23,0.71,3.16,0.00,179.73
2019-03-07 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.82,0.71,3.27,0.00,177.67
2019-03-07 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-12.74,0.73,2.84,0.00,175.05
2019-03-07 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.91,0.75,2.50,0.00,175.29
2019-03-07 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.98,0.74,2.19,0.00,173.16
2019-03-07 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-14.01,0.73,2.27,0.00,173.05
2019-03-07 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-15.27,0.75,1.92,0.00,177.36
2019-03-07 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.72,0.80,1.81,0.00,179.41
2019-03-07 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-18.44,0.82,2.02,0.00,178.77
2019-03-07 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-18.33,0.82,2.46,0.00,186.64
2019-03-07 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-18.17,0.81,2.07,2.52,187.82
2019-03-07 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-17.08,0.83,1.93,86.41,184.11
2019-03-07 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.77,0.73,1.56,269.54,181.87
2019-03-07 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.74,0.66,1.63,445.56,181.40
2019-03-07 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.59,0.57,1.65,590.78,183.69
2019-03-07 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.46,0.53,1.76,673.03,186.51
2019-03-07 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.64,0.52,1.91,626.07,212.23
2019-03-07 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.72,0.51,1.97,617.66,210.74
2019-03-07 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.11,0.49,1.91,550.60,201.60
2019-03-07 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.24,0.51,1.89,433.37,190.85
2019-03-07 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.54,0.51,1.88,234.88,197.88
2019-03-08 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.75,0.56,1.62,70.19,191.27
2019-03-08 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.92,0.61,1.56,0.16,189.70
2019-03-08 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.73,0.65,1.67,0.00,186.21
2019-03-08 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.26,0.67,2.16,0.00,188.11
2019-03-08 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.23,0.67,2.00,0.00,197.80
2019-03-08 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.10,0.69,1.72,0.00,209.24
2019-03-08 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.45,0.69,1.97,0.00,209.32
2019-03-08 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.80,0.68,2.00,0.00,218.59
2019-03-08 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.70,0.69,2.17,0.00,218.80
2019-03-08 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.25,0.72,2.14,0.00,209.47
2019-03-08 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.08,0.71,1.91,0.00,205.59
2019-03-08 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.72,0.71,1.98,0.00,224.82
2019-03-08 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.35,0.72,1.68,0.00,240.43
2019-03-08 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.40,0.72,1.61,3.14,225.79
2019-03-08 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.45,0.72,1.96,102.70,204.90
2019-03-08 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.23,0.70,2.04,281.42,208.55
2019-03-08 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.90,0.69,2.29,440.61,214.14
2019-03-08 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.32,0.68,2.53,548.32,233.87
2019-03-08 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.22,0.67,2.69,591.75,249.44
2019-03-08 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.46,0.68,2.82,669.38,230.32
2019-03-08 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.73,0.68,3.11,636.18,234.21
2019-03-08 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.15,0.67,3.21,538.19,234.73
2019-03-08 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.61,0.68,3.02,411.60,229.98
2019-03-08 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.57,0.69,2.36,237.72,237.87
2019-03-09 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.06,0.75,1.98,66.70,250.99
2019-03-09 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.39,0.78,2.46,0.26,276.18
2019-03-09 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.90,0.81,2.69,0.00,267.26
2019-03-09 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.66,0.84,2.99,0.00,276.29
2019-03-09 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.76,0.84,3.26,0.00,283.20
2019-03-09 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.65,0.85,3.05,0.00,277.61
2019-03-09 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.47,0.86,3.17,0.00,287.80
2019-03-09 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.25,0.84,3.31,0.00,279.14
2019-03-09 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.32,0.84,3.49,0.00,279.69
2019-03-09 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.21,0.85,3.76,0.00,283.85
2019-03-09 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.73,0.87,4.25,0.00,281.53
2019-03-09 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.71,0.86,4.20,0.00,286.37
2019-03-09 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.66,0.86,4.54,0.00,287.21
2019-03-09 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.48,0.86,5.19,2.26,283.86
2019-03-09 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.05,0.85,5.78,58.83,285.87
2019-03-09 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.49,0.80,6.16,143.33,290.59
2019-03-09 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.20,0.77,6.53,229.43,293.26
2019-03-09 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.69,0.74,6.47,188.24,304.84
2019-03-09 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.50,0.69,5.71,364.59,291.37
2019-03-09 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.67,0.67,5.95,278.54,297.68
2019-03-09 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.94,0.67,5.31,232.32,307.10
2019-03-09 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.65,0.71,5.15,157.32,309.72
2019-03-09 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.76,0.80,5.14,84.48,314.03
2019-03-09 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.21,0.84,4.39,29.93,315.61
2019-03-10 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.86,0.89,3.56,7.45,315.42
2019-03-10 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.73,0.91,1.87,0.06,312.96
2019-03-10 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,0.41,0.94,1.51,0.00,310.63
2019-03-10 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.12,0.95,2.14,0.00,308.16
2019-03-10 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.13,0.94,2.19,0.00,306.21
2019-03-10 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.46,0.94,2.13,0.00,305.74
2019-03-10 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.53,0.94,2.09,0.00,304.59
2019-03-10 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.46,0.95,2.26,0.00,301.96
2019-03-10 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.35,0.95,3.13,0.00,305.88
2019-03-10 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.33,0.94,4.75,0.00,305.72
2019-03-10 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.88,0.90,5.64,0.00,303.52
2019-03-10 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.94,0.88,6.32,0.00,302.44
2019-03-10 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.27,0.86,6.80,0.00,289.71
2019-03-10 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.85,0.86,6.67,3.79,276.31
2019-03-10 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.19,0.83,6.73,91.10,250.77
2019-03-10 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.10,0.74,6.84,261.13,238.25
2019-03-10 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.84,0.70,6.59,405.89,239.64
2019-03-10 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.06,0.65,6.57,556.44,241.09
2019-03-10 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.65,0.62,6.54,693.92,220.64
2019-03-10 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.31,0.60,7.06,746.07,205.63
2019-03-10 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.15,0.60,7.46,704.68,205.61
2019-03-10 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.48,0.59,7.11,600.06,206.29
2019-03-10 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.44,0.60,6.14,450.90,207.34
2019-03-10 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.89,0.62,5.39,267.10,203.52
2019-03-11 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.64,0.66,4.98,86.28,201.96
2019-03-11 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.33,0.68,4.86,0.67,202.13
2019-03-11 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-5.26,0.71,4.65,0.00,199.01
2019-03-11 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.49,0.74,4.28,0.00,197.08
2019-03-11 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.79,0.75,4.09,0.00,197.65
2019-03-11 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.06,0.79,4.16,0.00,195.52
2019-03-11 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.17,0.78,3.79,0.00,204.74
2019-03-11 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.80,0.80,3.58,0.00,200.09
2019-03-11 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-9.15,0.80,3.50,0.00,196.16
2019-03-11 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-10.63,0.83,3.20,0.00,196.63
2019-03-11 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-12.43,0.84,2.07,0.00,193.24
2019-03-11 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-12.68,0.84,2.09,0.00,189.63
2019-03-11 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.16,0.86,2.21,0.00,189.98
2019-03-11 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-13.12,0.85,2.16,6.55,188.56
2019-03-11 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-11.87,0.84,2.22,128.58,185.12
2019-03-11 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-8.49,0.75,1.93,321.93,182.80
2019-03-11 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.34,0.67,1.67,501.50,186.66
2019-03-11 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.77,0.62,1.53,635.53,190.22
2019-03-11 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.15,0.56,2.09,722.43,195.27
2019-03-11 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.27,0.53,2.61,742.76,201.23
2019-03-11 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.25,0.50,2.62,703.12,203.24
2019-03-11 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.80,0.49,2.38,605.90,205.80
2019-03-11 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.05,0.51,2.16,457.72,207.14
2019-03-11 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-1.41,0.52,2.60,275.21,206.97
2019-03-12 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-2.20,0.59,2.65,90.07,205.62
2019-03-12 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-3.67,0.66,2.46,0.97,203.39
2019-03-12 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.85,0.69,2.20,0.00,201.51
2019-03-12 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.31,0.73,2.54,0.00,200.59
2019-03-12 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.87,0.75,3.14,0.00,200.51
2019-03-12 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.93,0.78,3.21,0.00,201.28
2019-03-12 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.82,0.79,3.61,0.00,202.30
2019-03-12 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.49,0.80,3.88,0.00,202.43
2019-03-12 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.49,0.82,3.62,0.00,204.32
2019-03-12 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.22,0.82,3.60,0.00,206.65
2019-03-12 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-7.12,0.84,3.81,0.00,209.96
2019-03-12 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.94,0.83,3.70,0.00,213.59
2019-03-12 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.82,0.82,3.97,0.00,216.56
2019-03-12 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-6.48,0.82,4.30,7.92,218.30
2019-03-12 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-4.21,0.77,4.28,124.55,225.93
2019-03-12 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,-0.56,0.71,4.62,217.39,274.82
2019-03-12 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.53,0.69,4.89,186.64,308.58
2019-03-12 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.29,0.71,5.31,108.47,324.90
2019-03-12 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.49,0.76,5.53,124.27,326.80
2019-03-12 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.54,0.79,5.48,88.81,330.23
2019-03-12 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.73,0.80,5.45,143.37,331.63
2019-03-12 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.66,0.82,5.56,82.66,332.92
2019-03-12 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.56,0.88,5.54,49.55,332.08
2019-03-12 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.52,0.89,5.39,22.26,328.95
2019-03-13 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.48,0.90,5.60,5.83,328.58
2019-03-13 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.53,0.91,5.31,0.16,327.77
2019-03-13 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.40,0.93,5.12,0.00,328.16
2019-03-13 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.35,0.94,4.66,0.00,328.75
2019-03-13 04:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.39,0.95,4.15,0.00,328.46
2019-03-13 05:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.38,0.96,3.86,0.00,328.82
2019-03-13 06:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.56,0.97,3.05,0.00,330.67
2019-03-13 07:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.53,0.97,2.37,0.00,328.35
2019-03-13 08:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.40,0.97,2.93,0.00,326.93
2019-03-13 09:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.52,0.97,3.01,0.00,327.16
2019-03-13 10:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.27,0.98,2.38,0.00,327.98
2019-03-13 11:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.08,0.97,2.11,0.00,327.68
2019-03-13 12:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.96,0.97,1.54,0.00,322.47
2019-03-13 13:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,1.94,0.97,1.60,2.26,325.65
2019-03-13 14:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.34,0.97,2.53,26.44,326.63
2019-03-13 15:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.68,0.97,2.74,55.17,328.65
2019-03-13 16:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.79,0.97,3.12,79.71,330.70
2019-03-13 17:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.77,0.98,3.81,95.84,332.27
2019-03-13 18:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,2.93,0.99,4.14,106.12,333.88
2019-03-13 19:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.01,1.00,4.49,70.51,335.12
2019-03-13 20:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.14,1.00,5.07,53.85,337.30
2019-03-13 21:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,3.63,1.00,5.57,58.77,338.78
2019-03-13 22:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.39,0.98,6.08,68.92,342.06
2019-03-13 23:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,4.84,0.97,6.34,33.24,343.08
2019-03-14 00:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.03,0.95,6.16,7.39,345.22
2019-03-14 01:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.46,0.93,6.46,0.17,348.47
2019-03-14 02:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,5.98,0.95,5.92,0.00,347.45
2019-03-14 03:00:00,"(44.9773, -93.265469)",era5,273.61,-6.00,6.22,0.95,5.44,0.00,338.97
